TripID, TimeStamp, Start DT, Distance, ECC, AvgSpeed, TrackType, Sex, Year, Profession, Frequent User, ZIP, Source
5549a95588c537df3b7b23c8,1430896338,"Wed, 06 May 2015 07:12:18 GMT",6.45,6.449238186057979,13.75,urban bicycle,F,1958,Worker,yes,,cy-mobile
5549a96888c537c23b7b23c6,1430749080,"Mon, 04 May 2015 14:18:00 GMT",25.92,10.971749838809885,27.77,urban bicycle,,,,yes,,cy-mobile
5549a97288c5375a397b23c8,1430840515,"Tue, 05 May 2015 15:41:55 GMT",6.43,6.432605043828196,14.86,urban bicycle,,,,yes,,cy-mobile
5547b4d188c537427bd21093,1430758869,"Mon, 04 May 2015 17:01:09 GMT",17.44,17.434934372324705,16.36,urban bicycle,F,1955,Arbejder,yes,,cy-mobile
5547b57188c537e879d21094,1430768572,"Mon, 04 May 2015 19:42:52 GMT",3.51,0,8.55,urban bicycle,M,1980,Worker,yes,9260,cy-mobile
5547b5cd88c537547dd21093,1430769731,"Mon, 04 May 2015 20:02:11 GMT",1.3,1.3047776654674093,11.05,urban bicycle,F,1986,Worker,yes,9400,cy-mobile
5547b63a88c537537dd21094,1430769554,"Mon, 04 May 2015 19:59:14 GMT",3.39,3.3937044338291145,17.21,urban bicycle,F,1969,sekretarie,yes,,cy-mobile
5547b6f988c5374002d21093,1430769762,"Mon, 04 May 2015 20:02:42 GMT",4.97,4.9688706740516615,25.92,urban bicycle,M,1989,Studerende,yes,9400,cy-mobile
5547b70c88c537fb7fd21093,1430764574,"Mon, 04 May 2015 18:36:14 GMT",5.45,5.453938231344934,3.4,urban bicycle,F,1961,Worker,yes,9000,cy-mobile
5547b8c788c5371408d21093,1430770157,"Mon, 04 May 2015 20:09:17 GMT",4.29,4.292959169788237,20.47,urban bicycle,M,1991,Accountant,yes,,cy-mobile
5547b91688c5377608d21094,1430769909,"Mon, 04 May 2015 20:05:09 GMT",3.12,3.118784292210145,10.59,urban bicycle,,,,yes,,cy-mobile
5547bb3788c537620fd21093,1430737631,"Mon, 04 May 2015 11:07:11 GMT",42.33,0,12.41,other,M,1966,Worker,yes,17100,cy-mobile
5547bcee88c5377f14d21093,1430761538,"Mon, 04 May 2015 17:45:38 GMT",6.85,6.846969610028227,7.52,urban bicycle,M,1978,Terminalarbejder,yes,,cy-mobile
5547c17b88c5372522d21093,1430762927,"Mon, 04 May 2015 18:08:47 GMT",13.34,13.339391500869018,15.9,urban bicycle,M,1991,Arbejder,yes,9000,cy-mobile
5547c38c88c5374026d21094,1430764822,"Mon, 04 May 2015 18:40:22 GMT",7.93,0,3.22,urban bicycle,M,1966,Afsnitsleder,yes,9430,cy-mobile
5547c3b888c5375f29d21093,1430765805,"Mon, 04 May 2015 18:56:45 GMT",2.47,2.472705686260482,12.47,urban bicycle,,,,yes,,cy-mobile
5547c3b888c5370929d21093,1430757509,"Mon, 04 May 2015 16:38:29 GMT",2.7,2.702989849249075,10.47,urban bicycle,,,,yes,,cy-mobile
5547c3ce88c5378529d21093,1430717752,"Mon, 04 May 2015 05:35:52 GMT",1.38,1.1974332368887939,9.68,urban bicycle,,,,yes,,cy-mobile
5547c46a88c537bd2bd21093,1430772852,"Mon, 04 May 2015 20:54:12 GMT",3.53,3.525810731836873,12.26,urban bicycle,M,1963,Arbejder,yes,9000,cy-mobile
5547c4b088c537332cd21093,1430757762,"Mon, 04 May 2015 16:42:42 GMT",6.88,6.8741194497268,2.75,urban bicycle,M,1943,pensionist,yes,,cy-mobile
5547c4e088c5374f2cd21094,1430765121,"Mon, 04 May 2015 18:45:21 GMT",1.1,1.0986705197395417,10.99,urban bicycle,M,1963,Arbejder,yes,9000,cy-mobile
55484ed488c5379e51a7a3cc,1430799554,"Tue, 05 May 2015 04:19:14 GMT",3.96,3.9840895399230956,5.54,urban bicycle,F,1978,socialrådgiver,yes,,cy-mobile
5547ca4588c537d23ad21093,1430774767,"Mon, 04 May 2015 21:26:07 GMT",3.11,3.114856161155557,17.94,urban bicycle,F,1969,sekretarie,yes,,cy-mobile
5547cc7188c5370f45d21093,1430775898,"Mon, 04 May 2015 21:44:58 GMT",0.17,0.16844711564784523,12.13,urban bicycle,M,1973,,yes,,cy-mobile
554868b988c537512aa7a3ce,1430804111,"Tue, 05 May 2015 05:35:11 GMT",2.14,2.1437428381274497,13.26,urban bicycle,F,1984,Arbejder,yes,9400,cy-mobile
554868b988c537e025a7a3cc,1430719447,"Mon, 04 May 2015 06:04:07 GMT",2.53,2.532144228580344,6.69,urban bicycle,F,1984,Arbejder,yes,9400,cy-mobile
554868bb88c5373d28a7a3cc,1430747074,"Mon, 04 May 2015 13:44:34 GMT",2.4,2.404350414865657,1.92,urban bicycle,F,1984,Arbejder,yes,9400,cy-mobile
5548696288c537dd26a7a3d0,1430806946,"Tue, 05 May 2015 06:22:26 GMT",11.67,11.670861427607147,21.18,urban bicycle,M,1964,Worker,yes,9400,cy-mobile
5550919588c53746527661aa,1431350682,"Mon, 11 May 2015 13:24:42 GMT",0.03,0.027136579157468595,9.77,urban bicycle,,,,yes,,cy-mobile
5550884688c5377b387661aa,1431347415,"Mon, 11 May 2015 12:30:15 GMT",0.5,0.4974357393101061,2,urban bicycle,F,1980,,yes,,cy-mobile
55486a7a88c5376630a7a3cc,1430815499,"Tue, 05 May 2015 08:44:59 GMT",3.92,3.9204195529808326,15.6,urban bicycle,F,1980,,yes,,cy-mobile
55486aaa88c537f833a7a3cc,1430808233,"Tue, 05 May 2015 06:43:53 GMT",3.36,3.3578288627812647,11.53,urban bicycle,F,1987,Not working,yes,9000,cy-mobile
55486b0b88c537d934a7a3cc,1430722740,"Mon, 04 May 2015 06:59:00 GMT",9.58,9.575052426773913,19.15,urban bicycle,M,1966,Arbejder,yes,9000,cy-web-manual
55487e5888c5371576a7a3cc,1430820868,"Tue, 05 May 2015 10:14:28 GMT",0.81,0.8145862537089914,5.47,urban bicycle,,,,yes,,cy-mobile
55486cf588c537543aa7a3cd,1430809583,"Tue, 05 May 2015 07:06:23 GMT",1.14,1.1431004436271315,15.89,urban bicycle,F,1992,student,yes,,cy-mobile
5548700288c537a645a7a3cc,1430810268,"Tue, 05 May 2015 07:17:48 GMT",1.56,1.5631351209885662,15.68,urban bicycle,M,1964,Worker,yes,9400,cy-mobile
55499b3a88c5374b157b23c6,1430885633,"Wed, 06 May 2015 04:13:53 GMT",6.56,6.556396555173507,15.2,urban bicycle,,,,yes,,cy-mobile
55486d6888c537a038a7a3cc,1430804551,"Tue, 05 May 2015 05:42:31 GMT",12.27,6.856776765111744,22.17,urban bicycle,M,1985,Worker,yes,9430,cy-mobile
55486d6e88c537043da7a3cc,1430556823,"Sat, 02 May 2015 08:53:43 GMT",54.05,0,32.36,other,,,Worker,yes,9000,cy-web-gpx
55486d7d88c537803da7a3cc,1430742646,"Mon, 04 May 2015 12:30:46 GMT",49.32,0,27.23,other,,,Worker,yes,9000,cy-web-gpx
55486dc988c5371e3da7a3cc,1430808950,"Tue, 05 May 2015 06:55:50 GMT",6.9,6.9046485396507675,22.43,urban bicycle,M,1964,Worker,yes,9400,cy-mobile
55486f0488c537443ea7a3cd,1430803650,"Tue, 05 May 2015 05:27:30 GMT",3.6,3.5968644585857636,15.06,urban bicycle,,1983,,no,,cy-mobile
5549a10c88c53752217b23c6,1430894610,"Wed, 06 May 2015 06:43:30 GMT",7.36,6.743586494112616,20.47,urban bicycle,M,1970,Worker,yes,9000,cy-mobile
5548736288c537e450a7a3cc,1430817485,"Tue, 05 May 2015 09:18:05 GMT",3.61,3.6089937748670815,10.82,urban bicycle,,,,yes,,cy-mobile
55487ff688c5375e7ca7a3cc,1430820657,"Tue, 05 May 2015 10:10:57 GMT",8.13,8.128070877334913,23.41,urban bicycle,M,1989,Studerende,yes,9400,cy-mobile
5549c3d588c53758177b23c6,1430897079,"Wed, 06 May 2015 07:24:39 GMT",2.39,2.392420539320188,15.89,urban bicycle,,,,yes,9200,cy-mobile
5549a74888c537e5347b23c6,1430896369,"Wed, 06 May 2015 07:12:49 GMT",5.04,5.036736013802027,17.24,urban bicycle,F,1971,,yes,,cy-mobile
554995dd88c537d8087b23c6,1430881226,"Wed, 06 May 2015 03:00:26 GMT",29.57,13.327509754252542,23.07,urban bicycle,,1979,,yes,,cy-mobile
5548860588c5371d11a7a3cc,1430822814,"Tue, 05 May 2015 10:46:54 GMT",2.05,2.0500141512071637,11.53,urban bicycle,F,1993,,yes,,cy-mobile
5549a92c88c53743397b23ca,1430757219,"Mon, 04 May 2015 16:33:39 GMT",0.01,0.010607833645960244,1.82,urban bicycle,,,,yes,,cy-mobile
554879cb88c5376066a7a3cc,1430811954,"Tue, 05 May 2015 07:45:54 GMT",0.97,0,3.78,urban bicycle,,,,no,,cy-mobile
55487a2688c5374965a7a3ce,1430813254,"Tue, 05 May 2015 08:07:34 GMT",10.29,10.287145600125594,13.54,urban bicycle,F,1965,Pædagog,yes,,cy-mobile
5548990a88c5376f4ea7a3cc,1430820797,"Tue, 05 May 2015 10:13:17 GMT",0.7,0.6952792348703811,7.54,urban bicycle,F,1978,socialrådgiver,yes,,cy-mobile
55487f1f88c5376372a7a3cc,1430820612,"Tue, 05 May 2015 10:10:12 GMT",3.48,3.479179918305917,11.65,urban bicycle,,,,yes,,cy-mobile
55488d2e88c5371628a7a3cc,1430810130,"Tue, 05 May 2015 07:15:30 GMT",3.69,3.6865546294556504,0.88,urban bicycle,M,1963,Arbejder,yes,9000,cy-mobile
554999a888c537b7107b23c6,1430886480,"Wed, 06 May 2015 04:28:00 GMT",0.19,0.18534499147874223,1.95,urban bicycle,,,,yes,,cy-mobile
5548903d88c5372830a7a3cc,1430825407,"Tue, 05 May 2015 11:30:07 GMT",1.6,1.5987617847424564,8.65,urban bicycle,F,1993,,yes,,cy-mobile
5548927f88c5371439a7a3cd,1430732880,"Mon, 04 May 2015 09:48:00 GMT",9.29,9.288686178708907,18.58,urban bicycle,M,1966,Arbejder,yes,9000,cy-web-manual
5549aafa88c537ae407b23c6,1430888975,"Wed, 06 May 2015 05:09:35 GMT",8.57,8.572479340856482,13.49,urban bicycle,F,1975,Worker,yes,9400,cy-mobile
5549ab2f88c537e5407b23c6,1430890748,"Wed, 06 May 2015 05:39:08 GMT",3.58,3.5834531399601572,22.75,urban bicycle,M,1979,Arbejder,yes,9000,cy-mobile
5549aaf888c537a3407b23c6,1430890566,"Wed, 06 May 2015 05:36:06 GMT",3.29,3.290370698290459,17.22,urban bicycle,M,1964,Worker,yes,9000,cy-mobile
5549aa7c88c537bf3c7b23c6,1430889812,"Wed, 06 May 2015 05:23:32 GMT",4.42,4.417551733846739,11.78,urban bicycle,F,1972,Arbejder,yes,9000,cy-mobile
5549aa8588c5374d3d7b23c6,1430896093,"Wed, 06 May 2015 07:08:13 GMT",17.59,7.076207445528278,28.33,urban bicycle,M,1963,Worker,yes,9310,cy-mobile
5548962088c5377b43a7a3cc,1430744700,"Mon, 04 May 2015 13:05:00 GMT",5.69,5.686411406453239,11.37,urban bicycle,M,1983,Worker,yes,9000,cy-web-manual
554894e388c5378441a7a3cc,1430715600,"Mon, 04 May 2015 05:00:00 GMT",5.82,5.823555892031859,14.21,urban bicycle,M,1983,Worker,yes,9000,cy-web-gpx
5548966988c537eb45a7a3cc,1430802900,"Tue, 05 May 2015 05:15:00 GMT",5.82,5.823555892031859,14.21,urban bicycle,M,1983,Worker,yes,9000,cy-web-gpx
554897dd88c537284aa7a3cc,1430826749,"Tue, 05 May 2015 11:52:29 GMT",5.37,5.369895056336379,15.16,urban bicycle,M,1963,Arbejder,yes,9000,cy-mobile
55489c7e88c537df57a7a3cd,1430820528,"Tue, 05 May 2015 10:08:48 GMT",4.47,4.467313753652867,10.82,urban bicycle,F,1958,Worker,yes,9400,cy-mobile
5549019188c5376026a7a3cf,1430854155,"Tue, 05 May 2015 19:29:15 GMT",3.06,3.0566389910809044,12.29,urban bicycle,F,1955,Nurse,yes,,cy-mobile
55489e5e88c5375e5fa7a3cc,1430795736,"Tue, 05 May 2015 03:15:36 GMT",4.69,2.4750859569828174,31.53,urban bicycle,,,Worker,yes,9270,cy-web-gpx
55489f2288c5372d60a7a3cc,1430749768,"Mon, 04 May 2015 14:29:28 GMT",10.54,8.350342014648328,24.28,urban bicycle,,,Worker,yes,9270,cy-web-gpx
55489f2f88c5374861a7a3cc,1430758741,"Mon, 04 May 2015 16:59:01 GMT",9.4,7.215777820550695,29.69,urban bicycle,,,Worker,yes,9270,cy-web-gpx
5548a22388c537ba6ba7a3cc,1430830642,"Tue, 05 May 2015 12:57:22 GMT",0,0,0,urban bicycle,,1967,,yes,,cy-mobile
554f2e7b88c537a3647661aa,1431251630,"Sun, 10 May 2015 09:53:50 GMT",4.3,4.298728294839965,15.94,urban bicycle,,,,yes,,cy-mobile
5548a44b88c5376672a7a3cd,1430820130,"Tue, 05 May 2015 10:02:10 GMT",5.9,5.886066691851167,5.48,urban bicycle,F,170479,lønspecialist,yes,,cy-mobile
55499ae988c53759137b23c6,1430885612,"Wed, 06 May 2015 04:13:32 GMT",8.62,0.532479586852903,20.27,urban bicycle,,,,yes,,cy-mobile
5549a1c888c537e3237b23c6,1430894603,"Wed, 06 May 2015 06:43:23 GMT",8.63,8.430702643432364,21.2,urban bicycle,M,07-07-1987,Technical Designer,yes,,cy-mobile
55499dd188c5379b1a7b23c6,1430891469,"Wed, 06 May 2015 05:51:09 GMT",14.91,6.703859964824594,14.87,urban bicycle,M,1966,Afsnitsleder,yes,9430,cy-mobile
5548ac9f88c537cd0da7a3cc,1430823403,"Tue, 05 May 2015 10:56:43 GMT",10.28,10.282854887865854,13.52,urban bicycle,F,1981,phd fellow,yes,,cy-mobile
5548b1c088c5371a1ca7a3cc,1430832599,"Tue, 05 May 2015 13:29:59 GMT",5.29,5.293439167471311,16.36,urban bicycle,M,1971,,yes,,cy-mobile
5548b84d88c5371b31a7a3ce,1430835762,"Tue, 05 May 2015 14:22:42 GMT",0.04,0.037722022957173605,1.11,urban bicycle,,,,yes,,cy-mobile
5548b82288c537d330a7a3cc,1430826568,"Tue, 05 May 2015 11:49:28 GMT",17.71,1.4760994905744027,25.29,urban bicycle,,,,yes,,cy-mobile
5548ba6a88c5370338a7a3cc,1430836548,"Tue, 05 May 2015 14:35:48 GMT",0.98,0.9826246394095125,11.23,urban bicycle,F,1980,,yes,,cy-mobile
5548ba6c88c5372935a7a3cd,1430835301,"Tue, 05 May 2015 14:15:01 GMT",6.64,6.644086641257131,15.38,urban bicycle,M,1971,,yes,,cy-mobile
5548cac988c537956aa7a3ce,1430818206,"Tue, 05 May 2015 09:30:06 GMT",3.26,3.258021365225413,7.02,urban bicycle,M,1943,Retired,yes,9000,cy-mobile
5548cad788c537e56aa7a3cc,1430832804,"Tue, 05 May 2015 13:33:24 GMT",3.81,3.806833434424933,13.5,urban bicycle,M,1983,,no,,cy-mobile
5548bb1288c5370038a7a3cd,1430828841,"Tue, 05 May 2015 12:27:21 GMT",2.16,2.163746955760762,7.78,urban bicycle,F,1978,socialrådgiver,yes,,cy-mobile
5548bb9f88c537713ba7a3cc,1430829748,"Tue, 05 May 2015 12:42:28 GMT",1.31,1.3053641213701475,20.09,urban bicycle,M,1991,Arbejder,yes,9000,cy-mobile
5549a5e388c5379f2e7b23c8,1430881972,"Wed, 06 May 2015 03:12:52 GMT",6.49,0,31.55,other,M,1966,Worker,yes,17100,cy-mobile
5548bc7388c537133da7a3cc,1430836017,"Tue, 05 May 2015 14:26:57 GMT",5.51,5.513691062873249,14.44,urban bicycle,F,1993,,yes,,cy-mobile
5548bd2188c537243da7a3cd,1430836962,"Tue, 05 May 2015 14:42:42 GMT",2.53,2.526215228243475,15.16,urban bicycle,F,1970,Sekretær,yes,,cy-mobile
5548bd8d88c5377c40a7a3cc,1430829677,"Tue, 05 May 2015 12:41:17 GMT",2.86,2.8633173355242794,12.91,urban bicycle,F,1992,student,yes,,cy-mobile
5548be1488c5373143a7a3cc,1430837194,"Tue, 05 May 2015 14:46:34 GMT",1.73,1.729661690895988,10.13,urban bicycle,F,1980,,yes,,cy-mobile
5548be3d88c5374743a7a3cc,1430829924,"Tue, 05 May 2015 12:45:24 GMT",2.59,2.5873676758973136,13.17,urban bicycle,F,83,,yes,,cy-mobile
5548bf0688c537fa46a7a3cc,1430829712,"Tue, 05 May 2015 12:41:52 GMT",4.38,4.37845344579334,14.91,urban bicycle,F,1971,Sygeplejerske,yes,9000,cy-mobile
5548bfa988c5378f49a7a3cc,1430830308,"Tue, 05 May 2015 12:51:48 GMT",1.32,1.324455059637589,6.72,urban bicycle,F,1978,socialrådgiver,yes,,cy-mobile
5549a7dd88c537ab357b23c6,1430894493,"Wed, 06 May 2015 06:41:33 GMT",11.74,7.125209673769029,13.38,urban bicycle,F,1981,Worker,yes,,cy-mobile
5549a83388c53731367b23c6,1430897230,"Wed, 06 May 2015 07:27:10 GMT",1.81,1.8083851368733512,12.77,urban bicycle,F,1989,Engineering,yes,,cy-mobile
5548c0e388c537784da7a3cc,1430837956,"Tue, 05 May 2015 14:59:16 GMT",2.6,2.5961075158315765,20.77,urban bicycle,M,1988,,yes,,cy-mobile
5548c17388c537e049a7a3ce,1430830663,"Tue, 05 May 2015 12:57:43 GMT",0,0,0,urban bicycle,,1967,,yes,,cy-mobile
5548c27d88c5379551a7a3cc,1430838694,"Tue, 05 May 2015 15:11:34 GMT",0.85,0.852574207459166,12.53,urban bicycle,F,1970,Sekretær,yes,,cy-mobile
5548c30288c5370f54a7a3cc,1430831204,"Tue, 05 May 2015 13:06:44 GMT",2.64,2.637353103423067,14.15,urban bicycle,,,,yes,,cy-mobile
5548c30888c5371c51a7a3cd,1430835805,"Tue, 05 May 2015 14:23:25 GMT",14.24,8.233357165125925,15.68,urban bicycle,M,1966,Afsnitsleder,yes,9430,cy-mobile
5548c32488c5374454a7a3cc,1430836919,"Tue, 05 May 2015 14:41:59 GMT",7.71,7.706988176121794,12.82,urban bicycle,M,1952,Lærer,yes,,cy-mobile
5548c33588c537a954a7a3cc,1430830872,"Tue, 05 May 2015 13:01:12 GMT",3.59,3.59222512586812,12.3,urban bicycle,M,1991,Arbejder,yes,9000,cy-mobile
5548c41688c5374257a7a3cd,1430754256,"Mon, 04 May 2015 15:44:16 GMT",2.48,2.519980272390013,1.97,urban bicycle,F,1984,Worker,yes,9400,cy-mobile
5548c4ee88c537bc5aa7a3cc,1430810738,"Tue, 05 May 2015 07:25:38 GMT",4.66,3.6069410150664654,6.77,urban bicycle,F,1959,Worker,yes,9260,cy-mobile
5548c51288c5370c5ba7a3cc,1430838453,"Tue, 05 May 2015 15:07:33 GMT",5.15,5.1490997033053105,16.19,urban bicycle,M,1989,Studerende,yes,9400,cy-mobile
554997e488c537d30b7b23c6,1430892522,"Wed, 06 May 2015 06:08:42 GMT",6.38,6.384199624196851,22.1,urban bicycle,,,,yes,,cy-mobile
5548c5cf88c537595ca7a3cc,1430835780,"Tue, 05 May 2015 14:23:00 GMT",30.04,7.253016205159671,28.46,urban bicycle,,,,yes,,cy-mobile
5548c5df88c537f95ba7a3cc,1430831024,"Tue, 05 May 2015 13:03:44 GMT",2.43,2.4259527334838737,5.37,urban bicycle,F,1984,Arbejder,yes,9000,cy-mobile
554999ba88c5378f107b23c6,1430885554,"Wed, 06 May 2015 04:12:34 GMT",6.41,0,17.96,urban bicycle,M,1960,Worker,no,9310,cy-mobile
5548c60d88c537205ea7a3cc,1430830763,"Tue, 05 May 2015 12:59:23 GMT",7.84,7.835692414798228,14.93,urban bicycle,M,1962,,yes,,cy-mobile
5548c61188c5375c5ea7a3cc,1430838420,"Tue, 05 May 2015 15:07:00 GMT",6.41,6.4078573050066066,16.14,urban bicycle,,,,yes,,cy-mobile
5548c68488c5375f5ca7a3cc,1430838373,"Tue, 05 May 2015 15:06:13 GMT",9.12,8.121284554651128,20.66,urban bicycle,M,1983,Consulting,yes,,cy-mobile
5548c68588c537105fa7a3cc,1430838478,"Tue, 05 May 2015 15:07:58 GMT",4.9,4.896781197206312,11.87,urban bicycle,F,1989,,yes,,cy-mobile
5548c70a88c537475ca7a3cc,1430830668,"Tue, 05 May 2015 12:57:48 GMT",8.62,8.62526474874119,13.9,urban bicycle,F,1967,,yes,,cy-mobile
5548c72488c5375e60a7a3cc,1430831347,"Tue, 05 May 2015 13:09:07 GMT",9.38,4.718072745609207,21.3,urban bicycle,,1950,IT consultant,yes,,cy-mobile
5548c72888c537ab5fa7a3cc,1430832386,"Tue, 05 May 2015 13:26:26 GMT",1.9,1.8963965422764368,12.46,urban bicycle,F,1992,student,yes,,cy-mobile
5548c80788c5375c60a7a3cc,1430839504,"Tue, 05 May 2015 15:25:04 GMT",4.32,4.322147377105535,18.41,urban bicycle,,,Head of office,yes,,cy-mobile
5548c88188c537ed63a7a3cd,1430838674,"Tue, 05 May 2015 15:11:14 GMT",10.26,8.39554819062929,20.47,urban bicycle,M,1980,Worker,yes,9260,cy-mobile
5548c88988c537d265a7a3cc,1430832596,"Tue, 05 May 2015 13:29:56 GMT",2.55,2.5516350830995966,13.27,urban bicycle,M,1965,mekanic,yes,,cy-mobile
5548c8a888c537f165a7a3cc,1430838338,"Tue, 05 May 2015 15:05:38 GMT",7.5,7.4993904552286255,12.53,urban bicycle,,1962,,yes,,cy-mobile
5548c95088c5378867a7a3cc,1430830909,"Tue, 05 May 2015 13:01:49 GMT",4.15,4.143874939891989,5.79,urban bicycle,,,,yes,,cy-mobile
5548cb1c88c5375f6ea7a3cc,1430833455,"Tue, 05 May 2015 13:44:15 GMT",1.98,1.9798295331117965,14.49,urban bicycle,M,1965,,yes,9000,cy-mobile
5548cb3088c537846da7a3ce,1430839569,"Tue, 05 May 2015 15:26:09 GMT",4.22,3.2918420857028163,16.99,urban bicycle,F,1959,Worker,yes,9260,cy-mobile
5548cb8e88c537426fa7a3cc,1430840209,"Tue, 05 May 2015 15:36:49 GMT",6.17,3.7296525879697633,21.15,urban bicycle,,,,yes,,cy-mobile
5548ccad88c537d672a7a3cc,1430832201,"Tue, 05 May 2015 13:23:21 GMT",3.36,3.3602971534886636,5.65,urban bicycle,F,1984,Arbejder,yes,9400,cy-mobile
5548ccba88c5377672a7a3cf,1430839355,"Tue, 05 May 2015 15:22:35 GMT",3.7,3.700757716172322,6.05,urban bicycle,F,1984,Worker,yes,9400,cy-mobile
5548ccba88c5374673a7a3cc,1430840303,"Tue, 05 May 2015 15:38:23 GMT",6.03,6.030636561751024,17.3,urban bicycle,M,1984,Arbejder,yes,9210,cy-mobile
55499a8c88c537e6127b23c6,1430885890,"Wed, 06 May 2015 04:18:10 GMT",3.8,3.8013985878570917,11.78,urban bicycle,F,1978,socialrådgiver,yes,,cy-mobile
5548d0a088c537047ea7a3cd,1430835240,"Tue, 05 May 2015 14:14:00 GMT",5.62,5.62367255769026,11.25,urban bicycle,F,1978,Worker,yes,9220,cy-web-manual
5548cc2b88c5379b6da7a3ce,1430832496,"Tue, 05 May 2015 13:28:16 GMT",9.02,9.015283446965295,18.75,urban bicycle,,1974,,yes,,cy-mobile
5548cc8c88c537d471a7a3cc,1430800554,"Tue, 05 May 2015 04:35:54 GMT",4.55,4.549616198395075,2.68,urban bicycle,F,1965,,yes,,cy-mobile
5548cc8c88c537ca71a7a3cd,1430832689,"Tue, 05 May 2015 13:31:29 GMT",6.86,6.858716577919034,15.19,urban bicycle,F,1965,,yes,,cy-mobile
5548cc9888c537e772a7a3cc,1430838178,"Tue, 05 May 2015 15:02:58 GMT",8.24,7.689551956548093,11.5,urban bicycle,M,07-07-1987,Technical Designer,yes,,cy-mobile
5548ccde88c537e672a7a3cc,1430832090,"Tue, 05 May 2015 13:21:30 GMT",6.55,6.548917854702685,14.11,urban bicycle,F,1968,Worker,yes,9200,cy-mobile
5548cd1788c5376475a7a3cc,1430833179,"Tue, 05 May 2015 13:39:39 GMT",5.03,5.029639128576148,14.2,urban bicycle,M,1977,Arbejder,yes,9210,cy-mobile
55499ae288c537a7127b23c6,1430892873,"Wed, 06 May 2015 06:14:33 GMT",4.64,4.638276170231149,11.52,urban bicycle,,1973,,yes,,cy-mobile
5548ce1a88c5378177a7a3cc,1430840683,"Tue, 05 May 2015 15:44:43 GMT",5.8,5.803941015949141,17.05,urban bicycle,,,,yes,,cy-mobile
5548ce6388c5374f79a7a3cc,1430834306,"Tue, 05 May 2015 13:58:26 GMT",2.18,2.1824213456000066,16.3,urban bicycle,M,1968,Arbejder,yes,9000,cy-mobile
5548ce9388c5372a79a7a3cc,1430833647,"Tue, 05 May 2015 13:47:27 GMT",5.24,5.2378630821568475,15.9,urban bicycle,,,,yes,,cy-mobile
5548cee188c5370c7ba7a3cc,1430832131,"Tue, 05 May 2015 13:22:11 GMT",2.69,2.6916161436098744,3.48,urban bicycle,F,170479,lønspecialist,yes,,cy-mobile
5548cee488c5375879a7a3cc,1430832463,"Tue, 05 May 2015 13:27:43 GMT",4.15,4.144607179318974,6.03,urban bicycle,F,1987,Not working,yes,9000,cy-mobile
5548cf0088c537c079a7a3cd,1430834034,"Tue, 05 May 2015 13:53:54 GMT",2.08,2.0769323978041134,8.22,urban bicycle,,,,yes,,cy-mobile
5548cf0888c5375f79a7a3cc,1430841332,"Tue, 05 May 2015 15:55:32 GMT",6.26,6.255889600520264,27.63,urban bicycle,M,1976,auto,yes,,cy-mobile
5548cf5488c5373a7ca7a3cc,1430840977,"Tue, 05 May 2015 15:49:37 GMT",4.14,4.142625972765989,15.53,urban bicycle,F,1971,,yes,,cy-mobile
5548cf5788c5373c7ba7a3cc,1430841693,"Tue, 05 May 2015 16:01:33 GMT",1.34,1.3369063766794758,11.33,urban bicycle,M,1982,,yes,9000,cy-mobile
5548cf6088c537ff7aa7a3ce,1430832309,"Tue, 05 May 2015 13:25:09 GMT",6.65,6.65032691551805,8.77,urban bicycle,,1968,it-support,yes,,cy-mobile
5548cfa088c537b679a7a3cc,1430717700,"Mon, 04 May 2015 05:35:00 GMT",5.49,5.491444394316163,16.47,urban bicycle,F,1978,Worker,yes,9220,cy-web-manual
5548d07388c5374e7fa7a3cc,1430842037,"Tue, 05 May 2015 16:07:17 GMT",1.15,1.1486560937643735,8.7,urban bicycle,F,1977,Arbejder,yes,9000,cy-mobile
5548d19588c5374e05a7a3cd,1430839163,"Tue, 05 May 2015 15:19:23 GMT",16.62,11.959399035193842,16.46,urban bicycle,M,1958,Arbejder,yes,9220,cy-mobile
5548d24a88c5375f08a7a3cc,1430821490,"Tue, 05 May 2015 10:24:50 GMT",20.35,0,5.13,urban bicycle,,,,yes,,cy-mobile
5548d2cd88c537cd0aa7a3cc,1430835253,"Tue, 05 May 2015 14:14:13 GMT",2.33,2.3312928826083237,12.7,urban bicycle,M,1960,Worker,yes,,cy-mobile
5548d2e188c537f508a7a3cc,1430842234,"Tue, 05 May 2015 16:10:34 GMT",4.53,4.531011224829527,18.23,urban bicycle,M,1982,,yes,9000,cy-mobile
5548d2e588c5370e09a7a3cd,1430834787,"Tue, 05 May 2015 14:06:27 GMT",5.72,1.8817221829239088,17.35,urban bicycle,M,1977,Arbejder,no,9310,cy-mobile
5548d2f988c5375e08a7a3cd,1430842839,"Tue, 05 May 2015 16:20:39 GMT",0.79,0.7945787142090253,9.08,urban bicycle,F,1964,Worker,yes,9400,cy-mobile
5548d30f88c5375e0ba7a3cc,1430835590,"Tue, 05 May 2015 14:19:50 GMT",1.54,1.5408004551511407,14.15,urban bicycle,M,1991,Arbejder,yes,9000,cy-mobile
5548d42c88c5375f0da7a3cc,1430842583,"Tue, 05 May 2015 16:16:23 GMT",3.82,3.823942991524071,15.86,urban bicycle,F,1965,Pædagog,yes,,cy-mobile
